Mod Key,Group,Generation Type,Required Level,Stats,Spawn Weights
SpellAddedFireDamageEldritchImplicitPinnaclePresence4,,searing_exarch_implicit,75,spell_minimum_added_fire_damage (23 to 31) | spell_maximum_added_fire_damage (47 to 55) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:200
SpellAddedFireDamageEldritchImplicitPinnaclePresence5,,searing_exarch_implicit,75,spell_minimum_added_fire_damage (27 to 35) | spell_maximum_added_fire_damage (54 to 63) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:200
SpellAddedFireDamageEldritchImplicitPinnaclePresence6,,searing_exarch_implicit,75,spell_minimum_added_fire_damage (31 to 40) | spell_maximum_added_fire_damage (63 to 72) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:200
SpellAddedColdDamageEldritchImplicit1,,searing_exarch_implicit,75,spell_minimum_added_cold_damage (9 to 11) | spell_maximum_added_cold_damage (17 to 20),helmet:1000
SpellAddedColdDamageEldritchImplicit2,,searing_exarch_implicit,75,spell_minimum_added_cold_damage (10 to 12) | spell_maximum_added_cold_damage (19 to 22),helmet:1000
SpellAddedColdDamageEldritchImplicit3,,searing_exarch_implicit,75,spell_minimum_added_cold_damage (10 to 14) | spell_maximum_added_cold_damage (21 to 24),helmet:1000
SpellAddedColdDamageEldritchImplicit4,,searing_exarch_implicit,75,spell_minimum_added_cold_damage (11 to 15) | spell_maximum_added_cold_damage (23 to 27),helmet:1000
SpellAddedColdDamageEldritchImplicit5,,searing_exarch_implicit,75,spell_minimum_added_cold_damage (13 to 16) | spell_maximum_added_cold_damage (25 to 30),helmet:1000
SpellAddedColdDamageEldritchImplicit6,,searing_exarch_implicit,75,spell_minimum_added_cold_damage (14 to 18) | spell_maximum_added_cold_damage (28 to 32),helmet:1000
SpellAddedColdDamageEldritchImplicitUniquePresence1,,searing_exarch_implicit,75,spell_minimum_added_cold_damage (11 to 15) | spell_maximum_added_cold_damage (23 to 27) | local_influence_mod_requires_unique_monster_presence (1 to 1),
SpellAddedColdDamageEldritchImplicitUniquePresence2,,searing_exarch_implicit,75,spell_minimum_added_cold_damage (13 to 16) | spell_maximum_added_cold_damage (25 to 30) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:500
SpellAddedColdDamageEldritchImplicitUniquePresence3,,searing_exarch_implicit,75,spell_minimum_added_cold_damage (14 to 18) | spell_maximum_added_cold_damage (28 to 32) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:500
SpellAddedColdDamageEldritchImplicitUniquePresence4,,searing_exarch_implicit,75,spell_minimum_added_cold_damage (15 to 20) | spell_maximum_added_cold_damage (30 to 36) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:500
SpellAddedColdDamageEldritchImplicitUniquePresence5,,searing_exarch_implicit,75,spell_minimum_added_cold_damage (17 to 21) | spell_maximum_added_cold_damage (34 to 39) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:500
SpellAddedColdDamageEldritchImplicitUniquePresence6,,searing_exarch_implicit,75,spell_minimum_added_cold_damage (18 to 24) | spell_maximum_added_cold_damage (37 to 43) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:500
SpellAddedColdDamageEldritchImplicitPinnaclePresence1,,searing_exarch_implicit,75,spell_minimum_added_cold_damage (15 to 20) | spell_maximum_added_cold_damage (30 to 36) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
SpellAddedColdDamageEldritchImplicitPinnaclePresence2,,searing_exarch_implicit,75,spell_minimum_added_cold_damage (17 to 21) | spell_maximum_added_cold_damage (34 to 39) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
SpellAddedColdDamageEldritchImplicitPinnaclePresence3,,searing_exarch_implicit,75,spell_minimum_added_cold_damage (18 to 24) | spell_maximum_added_cold_damage (37 to 43) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:200
SpellAddedColdDamageEldritchImplicitPinnaclePresence4,,searing_exarch_implicit,75,spell_minimum_added_cold_damage (21 to 27) | spell_maximum_added_cold_damage (42 to 50) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:200
SpellAddedColdDamageEldritchImplicitPinnaclePresence5,,searing_exarch_implicit,75,spell_minimum_added_cold_damage (24 to 32) | spell_maximum_added_cold_damage (48 to 57) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:200
SpellAddedColdDamageEldritchImplicitPinnaclePresence6,,searing_exarch_implicit,75,spell_minimum_added_cold_damage (28 to 36) | spell_maximum_added_cold_damage (56 to 65) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:200
SpellAddedLightningDamageEldritchImplicit1,,searing_exarch_implicit,75,spell_minimum_added_lightning_damage (2 to 4) | spell_maximum_added_lightning_damage (34 to 36),helmet:1000
SpellAddedLightningDamageEldritchImplicit2,,searing_exarch_implicit,75,spell_minimum_added_lightning_damage (2 to 4) | spell_maximum_added_lightning_damage (37 to 40),helmet:1000
SpellAddedLightningDamageEldritchImplicit3,,searing_exarch_implicit,75,spell_minimum_added_lightning_damage (2 to 4) | spell_maximum_added_lightning_damage (41 to 44),helmet:1000
SpellAddedLightningDamageEldritchImplicit4,,searing_exarch_implicit,75,spell_minimum_added_lightning_damage (2 to 5) | spell_maximum_added_lightning_damage (45 to 48),helmet:1000
SpellAddedLightningDamageEldritchImplicit5,,searing_exarch_implicit,75,spell_minimum_added_lightning_damage (2 to 5) | spell_maximum_added_lightning_damage (50 to 53),helmet:1000
SpellAddedLightningDamageEldritchImplicit6,,searing_exarch_implicit,75,spell_minimum_added_lightning_damage (2 to 6) | spell_maximum_added_lightning_damage (54 to 59),helmet:1000
SpellAddedLightningDamageEldritchImplicitUniquePresence1,,searing_exarch_implicit,75,spell_minimum_added_lightning_damage (2 to 5) | spell_maximum_added_lightning_damage (45 to 48) | local_influence_mod_requires_unique_monster_presence (1 to 1),
SpellAddedLightningDamageEldritchImplicitUniquePresence2,,searing_exarch_implicit,75,spell_minimum_added_lightning_damage (2 to 5) | spell_maximum_added_lightning_damage (50 to 53) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:500
SpellAddedLightningDamageEldritchImplicitUniquePresence3,,searing_exarch_implicit,75,spell_minimum_added_lightning_damage (2 to 6) | spell_maximum_added_lightning_damage (54 to 59) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:500
SpellAddedLightningDamageEldritchImplicitUniquePresence4,,searing_exarch_implicit,75,spell_minimum_added_lightning_damage (3 to 6) | spell_maximum_added_lightning_damage (60 to 64) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:500
SpellAddedLightningDamageEldritchImplicitUniquePresence5,,searing_exarch_implicit,75,spell_minimum_added_lightning_damage (3 to 7) | spell_maximum_added_lightning_damage (66 to 70) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:500
SpellAddedLightningDamageEldritchImplicitUniquePresence6,,searing_exarch_implicit,75,spell_minimum_added_lightning_damage (3 to 8) | spell_maximum_added_lightning_damage (72 to 78) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:500
SpellAddedLightningDamageEldritchImplicitPinnaclePresence1,,searing_exarch_implicit,75,spell_minimum_added_lightning_damage (3 to 6) | spell_maximum_added_lightning_damage (60 to 64) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
SpellAddedLightningDamageEldritchImplicitPinnaclePresence2,,searing_exarch_implicit,75,spell_minimum_added_lightning_damage (3 to 7) | spell_maximum_added_lightning_damage (66 to 70) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
SpellAddedLightningDamageEldritchImplicitPinnaclePresence3,,searing_exarch_implicit,75,spell_minimum_added_lightning_damage (3 to 8) | spell_maximum_added_lightning_damage (72 to 78) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:200
SpellAddedLightningDamageEldritchImplicitPinnaclePresence4,,searing_exarch_implicit,75,spell_minimum_added_lightning_damage (4 to 8) | spell_maximum_added_lightning_damage (83 to 90) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:200
SpellAddedLightningDamageEldritchImplicitPinnaclePresence5,,searing_exarch_implicit,75,spell_minimum_added_lightning_damage (4 to 10) | spell_maximum_added_lightning_damage (96 to 103) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:200
SpellAddedLightningDamageEldritchImplicitPinnaclePresence6,,searing_exarch_implicit,75,spell_minimum_added_lightning_damage (5 to 11) | spell_maximum_added_lightning_damage (110 to 119) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:200
SpellAddedPhysicalDamageEldritchImplicit1,,searing_exarch_implicit,75,spell_minimum_added_physical_damage (8 to 10) | spell_maximum_added_physical_damage (15 to 18),helmet:1000
SpellAddedPhysicalDamageEldritchImplicit2,,searing_exarch_implicit,75,spell_minimum_added_physical_damage (8 to 11) | spell_maximum_added_physical_damage (17 to 20),helmet:1000
SpellAddedPhysicalDamageEldritchImplicit3,,searing_exarch_implicit,75,spell_minimum_added_physical_damage (9 to 12) | spell_maximum_added_physical_damage (19 to 22),helmet:1000
SpellAddedPhysicalDamageEldritchImplicit4,,searing_exarch_implicit,75,spell_minimum_added_physical_damage (10 to 13) | spell_maximum_added_physical_damage (21 to 24),helmet:1000
SpellAddedPhysicalDamageEldritchImplicit5,,searing_exarch_implicit,75,spell_minimum_added_physical_damage (11 to 15) | spell_maximum_added_physical_damage (23 to 26),helmet:1000
SpellAddedPhysicalDamageEldritchImplicit6,,searing_exarch_implicit,75,spell_minimum_added_physical_damage (13 to 16) | spell_maximum_added_physical_damage (25 to 29),helmet:1000
SpellAddedPhysicalDamageEldritchImplicitUniquePresence1,,searing_exarch_implicit,75,spell_minimum_added_physical_damage (10 to 13) | spell_maximum_added_physical_damage (21 to 24) | local_influence_mod_requires_unique_monster_presence (1 to 1),
SpellAddedPhysicalDamageEldritchImplicitUniquePresence2,,searing_exarch_implicit,75,spell_minimum_added_physical_damage (11 to 15) | spell_maximum_added_physical_damage (23 to 26) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:500
SpellAddedPhysicalDamageEldritchImplicitUniquePresence3,,searing_exarch_implicit,75,spell_minimum_added_physical_damage (13 to 16) | spell_maximum_added_physical_damage (25 to 29) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:500
SpellAddedPhysicalDamageEldritchImplicitUniquePresence4,,searing_exarch_implicit,75,spell_minimum_added_physical_damage (13 to 18) | spell_maximum_added_physical_damage (28 to 32) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:500
SpellAddedPhysicalDamageEldritchImplicitUniquePresence5,,searing_exarch_implicit,75,spell_minimum_added_physical_damage (15 to 19) | spell_maximum_added_physical_damage (31 to 35) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:500
SpellAddedPhysicalDamageEldritchImplicitUniquePresence6,,searing_exarch_implicit,75,spell_minimum_added_physical_damage (16 to 22) | spell_maximum_added_physical_damage (33 to 39) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:500
SpellAddedPhysicalDamageEldritchImplicitPinnaclePresence1,,searing_exarch_implicit,75,spell_minimum_added_physical_damage (13 to 18) | spell_maximum_added_physical_damage (28 to 32) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
SpellAddedPhysicalDamageEldritchImplicitPinnaclePresence2,,searing_exarch_implicit,75,spell_minimum_added_physical_damage (15 to 19) | spell_maximum_added_physical_damage (31 to 35) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
SpellAddedPhysicalDamageEldritchImplicitPinnaclePresence3,,searing_exarch_implicit,75,spell_minimum_added_physical_damage (16 to 22) | spell_maximum_added_physical_damage (33 to 39) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:200
SpellAddedPhysicalDamageEldritchImplicitPinnaclePresence4,,searing_exarch_implicit,75,spell_minimum_added_physical_damage (19 to 25) | spell_maximum_added_physical_damage (39 to 44) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:200
SpellAddedPhysicalDamageEldritchImplicitPinnaclePresence5,,searing_exarch_implicit,75,spell_minimum_added_physical_damage (22 to 28) | spell_maximum_added_physical_damage (45 to 51) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:200
SpellAddedPhysicalDamageEldritchImplicitPinnaclePresence6,,searing_exarch_implicit,75,spell_minimum_added_physical_damage (25 to 33) | spell_maximum_added_physical_damage (51 to 59) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:200
SpellAddedChaosDamageEldritchImplicit1,,searing_exarch_implicit,75,spell_minimum_added_chaos_damage (7 to 10) | spell_maximum_added_chaos_damage (15 to 17),helmet:1000
SpellAddedChaosDamageEldritchImplicit2,,searing_exarch_implicit,75,spell_minimum_added_chaos_damage (8 to 10) | spell_maximum_added_chaos_damage (16 to 19),helmet:1000
SpellAddedChaosDamageEldritchImplicit3,,searing_exarch_implicit,75,spell_minimum_added_chaos_damage (9 to 11) | spell_maximum_added_chaos_damage (18 to 20),helmet:1000
SpellAddedChaosDamageEldritchImplicit4,,searing_exarch_implicit,75,spell_minimum_added_chaos_damage (10 to 13) | spell_maximum_added_chaos_damage (20 to 23),helmet:1000
SpellAddedChaosDamageEldritchImplicit5,,searing_exarch_implicit,75,spell_minimum_added_chaos_damage (10 to 14) | spell_maximum_added_chaos_damage (21 to 25),helmet:1000
SpellAddedChaosDamageEldritchImplicit6,,searing_exarch_implicit,75,spell_minimum_added_chaos_damage (11 to 15) | spell_maximum_added_chaos_damage (24 to 27),helmet:1000
SpellAddedChaosDamageEldritchImplicitUniquePresence1,,searing_exarch_implicit,75,spell_minimum_added_chaos_damage (10 to 13) | spell_maximum_added_chaos_damage (20 to 23) | local_influence_mod_requires_unique_monster_presence (1 to 1),
SpellAddedChaosDamageEldritchImplicitUniquePresence2,,searing_exarch_implicit,75,spell_minimum_added_chaos_damage (10 to 14) | spell_maximum_added_chaos_damage (21 to 25) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:500
SpellAddedChaosDamageEldritchImplicitUniquePresence3,,searing_exarch_implicit,75,spell_minimum_added_chaos_damage (11 to 15) | spell_maximum_added_chaos_damage (24 to 27) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:500
SpellAddedChaosDamageEldritchImplicitUniquePresence4,,searing_exarch_implicit,75,spell_minimum_added_chaos_damage (13 to 16) | spell_maximum_added_chaos_damage (26 to 30) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:500
SpellAddedChaosDamageEldritchImplicitUniquePresence5,,searing_exarch_implicit,75,spell_minimum_added_chaos_damage (14 to 18) | spell_maximum_added_chaos_damage (29 to 33) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:500
SpellAddedChaosDamageEldritchImplicitUniquePresence6,,searing_exarch_implicit,75,spell_minimum_added_chaos_damage (15 to 20) | spell_maximum_added_chaos_damage (32 to 36) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:500
SpellAddedChaosDamageEldritchImplicitPinnaclePresence1,,searing_exarch_implicit,75,spell_minimum_added_chaos_damage (13 to 16) | spell_maximum_added_chaos_damage (26 to 30) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
SpellAddedChaosDamageEldritchImplicitPinnaclePresence2,,searing_exarch_implicit,75,spell_minimum_added_chaos_damage (14 to 18) | spell_maximum_added_chaos_damage (29 to 33) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
SpellAddedChaosDamageEldritchImplicitPinnaclePresence3,,searing_exarch_implicit,75,spell_minimum_added_chaos_damage (15 to 20) | spell_maximum_added_chaos_damage (32 to 36) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:200
SpellAddedChaosDamageEldritchImplicitPinnaclePresence4,,searing_exarch_implicit,75,spell_minimum_added_chaos_damage (18 to 23) | spell_maximum_added_chaos_damage (36 to 41) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:200
SpellAddedChaosDamageEldritchImplicitPinnaclePresence5,,searing_exarch_implicit,75,spell_minimum_added_chaos_damage (20 to 27) | spell_maximum_added_chaos_damage (41 to 48) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:200
SpellAddedChaosDamageEldritchImplicitPinnaclePresence6,,searing_exarch_implicit,75,spell_minimum_added_chaos_damage (23 to 31) | spell_maximum_added_chaos_damage (47 to 55) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:200
FireDamageTakenGainedAsLifeEldritchImplicit1,,searing_exarch_implicit,75,fire_damage_taken_goes_to_life_over_4_seconds_% (7 to 8),helmet:600
FireDamageTakenGainedAsLifeEldritchImplicit2,,searing_exarch_implicit,75,fire_damage_taken_goes_to_life_over_4_seconds_% (9 to 10),helmet:600
FireDamageTakenGainedAsLifeEldritchImplicit3,,searing_exarch_implicit,75,fire_damage_taken_goes_to_life_over_4_seconds_% (11 to 12),helmet:600
FireDamageTakenGainedAsLifeEldritchImplicit4,,searing_exarch_implicit,75,fire_damage_taken_goes_to_life_over_4_seconds_% (13 to 14),helmet:600
FireDamageTakenGainedAsLifeEldritchImplicit5,,searing_exarch_implicit,75,fire_damage_taken_goes_to_life_over_4_seconds_% (15 to 16),helmet:600
FireDamageTakenGainedAsLifeEldritchImplicit6,,searing_exarch_implicit,75,fire_damage_taken_goes_to_life_over_4_seconds_% (17 to 18),helmet:600
FireDamageTakenGainedAsLifeEldritchImplicitUniquePresence1,,searing_exarch_implicit,75,fire_damage_taken_goes_to_life_over_4_seconds_% (13 to 14) | local_influence_mod_requires_unique_monster_presence (1 to 1),
FireDamageTakenGainedAsLifeEldritchImplicitUniquePresence2,,searing_exarch_implicit,75,fire_damage_taken_goes_to_life_over_4_seconds_% (15 to 16) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:300
FireDamageTakenGainedAsLifeEldritchImplicitUniquePresence3,,searing_exarch_implicit,75,fire_damage_taken_goes_to_life_over_4_seconds_% (17 to 18) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:300
FireDamageTakenGainedAsLifeEldritchImplicitUniquePresence4,,searing_exarch_implicit,75,fire_damage_taken_goes_to_life_over_4_seconds_% (19 to 20) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:300
FireDamageTakenGainedAsLifeEldritchImplicitUniquePresence5,,searing_exarch_implicit,75,fire_damage_taken_goes_to_life_over_4_seconds_% (21 to 22) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:300
FireDamageTakenGainedAsLifeEldritchImplicitUniquePresence6,,searing_exarch_implicit,75,fire_damage_taken_goes_to_life_over_4_seconds_% (23 to 24) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:300
FireDamageTakenGainedAsLifeEldritchImplicitPinnaclePresence1,,searing_exarch_implicit,75,fire_damage_taken_goes_to_life_over_4_seconds_% (19 to 20) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
FireDamageTakenGainedAsLifeEldritchImplicitPinnaclePresence2,,searing_exarch_implicit,75,fire_damage_taken_goes_to_life_over_4_seconds_% (21 to 22) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
FireDamageTakenGainedAsLifeEldritchImplicitPinnaclePresence3,,searing_exarch_implicit,75,fire_damage_taken_goes_to_life_over_4_seconds_% (23 to 24) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:120
FireDamageTakenGainedAsLifeEldritchImplicitPinnaclePresence4,,searing_exarch_implicit,75,fire_damage_taken_goes_to_life_over_4_seconds_% (25 to 26) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:120
FireDamageTakenGainedAsLifeEldritchImplicitPinnaclePresence5,,searing_exarch_implicit,75,fire_damage_taken_goes_to_life_over_4_seconds_% (27 to 28) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:120
FireDamageTakenGainedAsLifeEldritchImplicitPinnaclePresence6,,searing_exarch_implicit,75,fire_damage_taken_goes_to_life_over_4_seconds_% (29 to 30) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:120
ColdDamageTakenGainedAsLifeEldritchImplicit1,,searing_exarch_implicit,75,cold_damage_taken_goes_to_life_over_4_seconds_% (7 to 8),helmet:600
ColdDamageTakenGainedAsLifeEldritchImplicit2,,searing_exarch_implicit,75,cold_damage_taken_goes_to_life_over_4_seconds_% (9 to 10),helmet:600
ColdDamageTakenGainedAsLifeEldritchImplicit3,,searing_exarch_implicit,75,cold_damage_taken_goes_to_life_over_4_seconds_% (11 to 12),helmet:600
ColdDamageTakenGainedAsLifeEldritchImplicit4,,searing_exarch_implicit,75,cold_damage_taken_goes_to_life_over_4_seconds_% (13 to 14),helmet:600
ColdDamageTakenGainedAsLifeEldritchImplicit5,,searing_exarch_implicit,75,cold_damage_taken_goes_to_life_over_4_seconds_% (15 to 16),helmet:600
ColdDamageTakenGainedAsLifeEldritchImplicit6,,searing_exarch_implicit,75,cold_damage_taken_goes_to_life_over_4_seconds_% (17 to 18),helmet:600
ColdDamageTakenGainedAsLifeEldritchImplicitUniquePresence1,,searing_exarch_implicit,75,cold_damage_taken_goes_to_life_over_4_seconds_% (13 to 14) | local_influence_mod_requires_unique_monster_presence (1 to 1),
ColdDamageTakenGainedAsLifeEldritchImplicitUniquePresence2,,searing_exarch_implicit,75,cold_damage_taken_goes_to_life_over_4_seconds_% (15 to 16) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:300
ColdDamageTakenGainedAsLifeEldritchImplicitUniquePresence3,,searing_exarch_implicit,75,cold_damage_taken_goes_to_life_over_4_seconds_% (17 to 18) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:300
ColdDamageTakenGainedAsLifeEldritchImplicitUniquePresence4,,searing_exarch_implicit,75,cold_damage_taken_goes_to_life_over_4_seconds_% (19 to 20) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:300
ColdDamageTakenGainedAsLifeEldritchImplicitUniquePresence5,,searing_exarch_implicit,75,cold_damage_taken_goes_to_life_over_4_seconds_% (21 to 22) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:300
ColdDamageTakenGainedAsLifeEldritchImplicitUniquePresence6,,searing_exarch_implicit,75,cold_damage_taken_goes_to_life_over_4_seconds_% (23 to 24) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:300
ColdDamageTakenGainedAsLifeEldritchImplicitPinnaclePresence1,,searing_exarch_implicit,75,cold_damage_taken_goes_to_life_over_4_seconds_% (19 to 20) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
ColdDamageTakenGainedAsLifeEldritchImplicitPinnaclePresence2,,searing_exarch_implicit,75,cold_damage_taken_goes_to_life_over_4_seconds_% (21 to 22) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
ColdDamageTakenGainedAsLifeEldritchImplicitPinnaclePresence3,,searing_exarch_implicit,75,cold_damage_taken_goes_to_life_over_4_seconds_% (23 to 24) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:120
ColdDamageTakenGainedAsLifeEldritchImplicitPinnaclePresence4,,searing_exarch_implicit,75,cold_damage_taken_goes_to_life_over_4_seconds_% (25 to 26) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:120
ColdDamageTakenGainedAsLifeEldritchImplicitPinnaclePresence5,,searing_exarch_implicit,75,cold_damage_taken_goes_to_life_over_4_seconds_% (27 to 28) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:120
ColdDamageTakenGainedAsLifeEldritchImplicitPinnaclePresence6,,searing_exarch_implicit,75,cold_damage_taken_goes_to_life_over_4_seconds_% (29 to 30) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:120
LightningDamageTakenGainedAsLifeEldritchImplicit1,,searing_exarch_implicit,75,lightning_damage_taken_goes_to_life_over_4_seconds_% (7 to 8),helmet:600
LightningDamageTakenGainedAsLifeEldritchImplicit2,,searing_exarch_implicit,75,lightning_damage_taken_goes_to_life_over_4_seconds_% (9 to 10),helmet:600
LightningDamageTakenGainedAsLifeEldritchImplicit3,,searing_exarch_implicit,75,lightning_damage_taken_goes_to_life_over_4_seconds_% (11 to 12),helmet:600
LightningDamageTakenGainedAsLifeEldritchImplicit4,,searing_exarch_implicit,75,lightning_damage_taken_goes_to_life_over_4_seconds_% (13 to 14),helmet:600
LightningDamageTakenGainedAsLifeEldritchImplicit5,,searing_exarch_implicit,75,lightning_damage_taken_goes_to_life_over_4_seconds_% (15 to 16),helmet:600
LightningDamageTakenGainedAsLifeEldritchImplicit6,,searing_exarch_implicit,75,lightning_damage_taken_goes_to_life_over_4_seconds_% (17 to 18),helmet:600
LightningDamageTakenGainedAsLifeEldritchImplicitUniquePresence1,,searing_exarch_implicit,75,lightning_damage_taken_goes_to_life_over_4_seconds_% (13 to 14) | local_influence_mod_requires_unique_monster_presence (1 to 1),
LightningDamageTakenGainedAsLifeEldritchImplicitUniquePresence2,,searing_exarch_implicit,75,lightning_damage_taken_goes_to_life_over_4_seconds_% (15 to 16) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:300
LightningDamageTakenGainedAsLifeEldritchImplicitUniquePresence3,,searing_exarch_implicit,75,lightning_damage_taken_goes_to_life_over_4_seconds_% (17 to 18) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:300
LightningDamageTakenGainedAsLifeEldritchImplicitUniquePresence4,,searing_exarch_implicit,75,lightning_damage_taken_goes_to_life_over_4_seconds_% (19 to 20) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:300
LightningDamageTakenGainedAsLifeEldritchImplicitUniquePresence5,,searing_exarch_implicit,75,lightning_damage_taken_goes_to_life_over_4_seconds_% (21 to 22) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:300
LightningDamageTakenGainedAsLifeEldritchImplicitUniquePresence6,,searing_exarch_implicit,75,lightning_damage_taken_goes_to_life_over_4_seconds_% (23 to 24) | local_influence_mod_requires_unique_monster_presence (1 to 1),helmet:300
LightningDamageTakenGainedAsLifeEldritchImplicitPinnaclePresence1,,searing_exarch_implicit,75,lightning_damage_taken_goes_to_life_over_4_seconds_% (19 to 20) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
LightningDamageTakenGainedAsLifeEldritchImplicitPinnaclePresence2,,searing_exarch_implicit,75,lightning_damage_taken_goes_to_life_over_4_seconds_% (21 to 22) | local_influence_mod_requires_celestial_boss_presence (1 to 1),
LightningDamageTakenGainedAsLifeEldritchImplicitPinnaclePresence3,,searing_exarch_implicit,75,lightning_damage_taken_goes_to_life_over_4_seconds_% (23 to 24) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:120
LightningDamageTakenGainedAsLifeEldritchImplicitPinnaclePresence4,,searing_exarch_implicit,75,lightning_damage_taken_goes_to_life_over_4_seconds_% (25 to 26) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:120
LightningDamageTakenGainedAsLifeEldritchImplicitPinnaclePresence5,,searing_exarch_implicit,75,lightning_damage_taken_goes_to_life_over_4_seconds_% (27 to 28) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:120
LightningDamageTakenGainedAsLifeEldritchImplicitPinnaclePresence6,,searing_exarch_implicit,75,lightning_damage_taken_goes_to_life_over_4_seconds_% (29 to 30) | local_influence_mod_requires_celestial_boss_presence (1 to 1),helmet:120
PhysicalDamageTakenGainedAsLifeEldritchImplicit1,,searing_exarch_implicit,75,physical_damage_taken_recouped_as_life_% (7 to 8),helmet:600
PhysicalDamageTakenGainedAsLifeEldritchImplicit2,,searing_exarch_implicit,75,physical_damage_taken_recouped_as_life_% (9 to 10),helmet:600
PhysicalDamageTakenGainedAsLifeEldritchImplicit3,,searing_exarch_implicit,75,physical_damage_taken_recouped_as_life_% (11 to 12),helmet:600
PhysicalDamageTakenGainedAsLifeEldritchImplicit4,,searing_exarch_implicit,75,physical_damage_taken_recouped_as_life_% (13 to 14),helmet:600
